country,country_code,year,maternal_mortality,skilled_birth_attendance,adolescent_fertility
Caribbean small states,CSS,2019,75,98.3305190941307,50.9561591706505
Caribbean small states,CSS,2010,87,94.2088416821488,57.3544861600272
Caribbean small states,CSS,2000,127,89.1339370475559,65.8787799709016
Central Europe and the Baltics,CEB,2019,7,97.9242152095673,18.6727533394632
Central Europe and the Baltics,CEB,2010,9,99.6519170675154,22.4095774459529
Central Europe and the Baltics,CEB,2000,18,99.4771055784149,24.0184370229859
Central Europe and the Baltics,CEB,1990,41,99.0160607096093,41.3519689477013
Early-demographic dividend,EAR,2019,122,83.7106352547119,35.6045210912706
Early-demographic dividend,EAR,2010,201,59.7737713697158,54.7998519525383
Early-demographic dividend,EAR,2000,332,47.5774750895443,90.6292795434088
East Asia & Pacific (excluding high income),EAP,2019,65,95.3954858899963,18.5469803749391
East Asia & Pacific (excluding high income),EAP,2010,90,91.7872695147124,24.5006947727439
East Asia & Pacific (excluding high income),EAP,2000,126,84.1964085915202,19.6302299593902
East Asia & Pacific (excluding high income),EAP,1990,162,83.914298369421,33.3294315525155
East Asia & Pacific (IDA & IBRD countries),TEA,2019,65,95.3399242006113,18.7982239441505
East Asia & Pacific (IDA & IBRD countries),TEA,2010,90,91.6897079956173,24.8192251514281
East Asia & Pacific (IDA & IBRD countries),TEA,2000,125,84.0208098471743,19.8432152271689
East Asia & Pacific (IDA & IBRD countries),TEA,1990,164,83.91447700993,33.7338650226799
Euro area,EMU,2019,6,98.2707207704699,6.1236077186348
Euro area,EMU,2010,7,98.3184826299508,9.99051068921942
Euro area,EMU,2000,9,99.4022863952691,12.0206746064266
Europe & Central Asia (excluding high income),ECA,2019,19,98.318041517326,21.9026736076603
Europe & Central Asia (excluding high income),ECA,2010,25,97.324567068384,30.6936634773319
Europe & Central Asia (excluding high income),ECA,2000,37,88.8075726770358,36.9470299153849
Europe & Central Asia (IDA & IBRD countries),TEC,2019,16,98.5163683365692,19.6839164495153
Europe & Central Asia (IDA & IBRD countries),TEC,2010,23,98.2846409369275,29.9033261835105
Europe & Central Asia (IDA & IBRD countries),TEC,2000,38,92.6110660755882,32.0057570533736
Europe & Central Asia (IDA & IBRD countries),TEC,1990,50,98.4806560185241,51.9093314530629
European Union,EUU,2019,6,98.0942025498669,8.36274668069176
European Union,EUU,2010,7,98.6537659001354,12.6911779279073
European Union,EUU,2000,11,99.3872568536649,15.0923182371466
Fragile and conflict affected situations,FCS,2019,526,61.2121625831295,87.7444344010245
Fragile and conflict affected situations,FCS,2010,646,51.6892122671732,105.070100539526
Fragile and conflict affected situations,FCS,2000,761,40.4718374763044,112.770633656863
Heavily indebted poor countries (HIPC),HPC,2019,380,67.159022353003,101.214154492146
Heavily indebted poor countries (HIPC),HPC,2010,558,50.5330492325164,117.779676713593
Heavily indebted poor countries (HIPC),HPC,2000,701,36.5987806460467,134.051519983976
IBRD only,IBD,2019,73,93.5257573589433,25.1852257961341
IBRD only,IBD,2010,115,78.4844349828219,39.3096903954076
IBRD only,IBD,2000,198,69.8333585980025,57.9883177533022
IDA & IBRD total,IBT,2019,216,81.9792739955644,44.9903251533142
IDA & IBRD total,IBT,2010,272,66.8783410995146,56.5877086328318
IDA & IBRD total,IBT,2000,355,58.2573367286178,72.2319970922308
IDA blend,IDB,2019,543,64.0813787584477,70.2073200264216
IDA blend,IDB,2010,596,49.3904679915625,88.4434642926202
IDA blend,IDB,2000,656,39.3780174327529,101.879909416029
IDA blend,IDB,1990,725,29.7967454648476,119.766811410817
IDA only,IDX,2019,331,66.4795796170935,89.7427443808581
IDA only,IDX,2010,479,48.0982262569065,104.513766782909
IDA only,IDX,2000,636,32.3045087796421,123.013741267209
IDA total,IDA,2019,405,65.5550663571736,83.0409852836675
IDA total,IDA,2010,522,48.5904006590552,98.8755421524203
IDA total,IDA,2000,643,35.0157921668444,115.61561157486
Late-demographic dividend,LTE,2019,30,99.0303736347724,19.1729171352492
Late-demographic dividend,LTE,2010,41,98.1045789316278,25.087654760458
Late-demographic dividend,LTE,2000,63,94.9750195631633,23.1906073073033
Late-demographic dividend,LTE,1990,106,90.0899046222491,35.3214495080962
Latin America & Caribbean (excluding high income),LAC,2019,71,94.2188468692234,58.1827474043793
Latin America & Caribbean (excluding high income),LAC,2010,81,91.2240333430288,73.002469093637
Latin America & Caribbean (excluding high income),LAC,2000,94,85.428624858538,83.2167336463436
Latin America & Caribbean (excluding high income),LAC,1990,154,75.8840273673362,89.6004066902298
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,75,94.5669699883014,57.934252696683
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,81,91.7815594094968,73.8078519749178
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,92,86.200902301313,83.6755320965885
Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,148,75.8175689429656,89.5932630769048
Least developed countries: UN classification,LDC,2019,342,64.1455645749684,94.9042166923707
Least developed countries: UN classification,LDC,2010,503,45.2042518460365,111.211341973875
Least developed countries: UN classification,LDC,2000,675,30.2481667477359,130.70235787134
Low & middle income,LMY,2019,218,82.7286152813965,44.5578504729476
Low & middle income,LMY,2010,268,67.6570555879043,55.8712354131357
Low & middle income,LMY,2000,347,58.839697218947,72.4957182914272
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,51,80.0655783154238,42.3985933420592
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2010,63,62.618543990834,50.4851209705232
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2000,103,47.2075782799746,57.5840305293351
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1990,171,34.5317275099563,82.1730280997033
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,146,79.0840045823239,44.3425384458624
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2010,195,61.0097847862733,52.5793274083434
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2000,330,45.0335070580717,59.3551938058784
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1990,336,32.0504466996195,83.7192437875998
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,147,78.8749093622295,44.3732012604074
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2010,196,60.691437085944,52.5941201809425
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2000,332,44.5017858430404,59.1577143670245
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1990,338,32.0504466996195,83.5495139122398
Middle income,MIC,2019,181,84.708381911720707,37.1858203266382
Middle income,MIC,2010,225,69.5687503265311,50.0270278286432
Middle income,MIC,2000,300,60.6947787948011,68.326859703013
OECD members,OED,2019,18,98.259377290521,20.6083164562881
OECD members,OED,2010,20,97.7806747660098,31.4402309728422
OECD members,OED,2000,24,95.4083987746184,35.5699979087533
Other small states,OSS,2019,113,88.5127854603252,30.9703525428874
Other small states,OSS,2010,263,80.1205737975029,41.8097501452918
Other small states,OSS,2000,306,70.4333778665541,54.0155453158811
Pacific island small states,PSS,2000,115,89.7154383614048,56.8300997864316
Pacific island small states,PSS,1990,136,87.1530801989524,73.7362264107438
Post-demographic dividend,PST,2019,11,98.7092997917838,10.4426747385776
Post-demographic dividend,PST,2010,11,99.1493317392812,20.0496632746951
Post-demographic dividend,PST,2000,12,99.4562813578332,24.464335321978
Pre-demographic dividend,PRE,2019,528,64.7393185877183,103.644898051285
Pre-demographic dividend,PRE,2010,652,53.8032840600111,124.609458499846
Pre-demographic dividend,PRE,2000,763,43.0662756078499,134.133502873457
Small states,SST,2019,102,92.5714655357186,37.1876585293094
Small states,SST,2010,199,84.962681727871,46.2644697770273
Small states,SST,2000,234,78.3991642933121,57.4157633046953
South Asia (IDA & IBRD),TSA,2019,108,85.7083581384831,23.6388754172223
South Asia (IDA & IBRD),TSA,2010,198,49.2045780038274,50.5675725337779
South Asia (IDA & IBRD),TSA,2000,380,38.8376921565069,117.749077494587
Sub-Saharan Africa (excluding high income),SSA,2019,512,66.1779566880709,101.834155680604
Sub-Saharan Africa (excluding high income),SSA,2010,633,55.8826295152835,118.795434930531
Sub-Saharan Africa (excluding high income),SSA,2000,719,46.2340937375756,126.440980989004
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,488,64.3891453570044,98.860982770669
Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,632,51.2551494882852,117.274136002515
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,735,41.4772086787752,128.361918781988
Afghanistan,AFG,2020,634,61.8,68.877
Afghanistan,AFG,2018,629,58.8,73.021
Afghanistan,AFG,2017,659,53.4,75.3
Afghanistan,AFG,2015,741,50.5,81.043
Afghanistan,AFG,2014,755,45.2,84.069
Afghanistan,AFG,2012,810,39.9,95.245
Afghanistan,AFG,2011,838,38.6,101.659
Afghanistan,AFG,2010,893,34.3,105.648
Afghanistan,AFG,2008,955,24,118.979
Afghanistan,AFG,2006,1069,18.9,121.635
Afghanistan,AFG,2003,1201,14.3,143.75
Afghanistan,AFG,2000,1372,12.4,154.31
Albania,ALB,2018,7,99.8,15.456
Albania,ALB,2009,9,99.3,19.237
Albania,ALB,2006,11,99,16.517
Albania,ALB,2005,12,99.8,18.216
Albania,ALB,2004,13,99.3,17.662
Albania,ALB,2003,13,98.8,15.889
Albania,ALB,2002,14,98,13.511
Albania,ALB,2001,14,99,8.811
Albania,ALB,2000,15,99.1,14.743
Albania,ALB,1999,17,99,16.131
Albania,ALB,1998,18,99.1,17.946
Albania,ALB,1997,21,98.8,19.295
Albania,ALB,1996,20,91.2,15.129
Albania,ALB,1995,21,89.1,21.862
Albania,ALB,1994,22,89.1,20.968
Albania,ALB,1993,24,87.2,19.007
Albania,ALB,1992,26,86.4,17.235
Albania,ALB,1991,28,92.6,15.684
Albania,ALB,1990,30,93,15.828
Albania,ALB,1989,31,92.7,15.974
Algeria,DZA,2019,73,98.8,10.328
Algeria,DZA,2013,81,96.6,10.141
Algeria,DZA,2006,84,95.2,8.403
Algeria,DZA,2002,102,95.9,7.74
Algeria,DZA,2000,123,92,8.658
Algeria,DZA,1992,193,76.5,24.199
Andorra,AND,2017,11,100,4.326
Andorra,AND,2016,10,100,4.576
Andorra,AND,2015,10,100,4.936
Angola,AGO,2016,236,49.6,148.905
Angola,AGO,2007,401,47.3,159.675
Angola,AGO,2001,629,44.7,147.253
Angola,AGO,1996,747,22.5,151.207
Antigua and Barbuda,ATG,2020,35,99,33.916
Antigua and Barbuda,ATG,2017,31,100,31.069
Antigua and Barbuda,ATG,2015,30,100,35.946
Antigua and Barbuda,ATG,2014,32,100,34.168
Antigua and Barbuda,ATG,2013,32,100,34.252
Antigua and Barbuda,ATG,2012,30,100,37.781
Antigua and Barbuda,ATG,2010,31,100,42.685
Antigua and Barbuda,ATG,2009,32,100,50.957
Antigua and Barbuda,ATG,2008,31,100,54.489
Antigua and Barbuda,ATG,2007,32,100,49.104
Antigua and Barbuda,ATG,2006,32,99.9,48.992
Antigua and Barbuda,ATG,2005,33,99.9,50.109
Antigua and Barbuda,ATG,2004,34,100,51.976
Antigua and Barbuda,ATG,2003,33,99,53.866
Antigua and Barbuda,ATG,2002,36,99,56.432
Antigua and Barbuda,ATG,2001,36,100,59.991
Antigua and Barbuda,ATG,2000,37,99.9,61.851
Antigua and Barbuda,ATG,1998,34,100,57.346
Antigua and Barbuda,ATG,1996,37,100,67.825
Antigua and Barbuda,ATG,1995,38,100,66.577
Argentina,ARG,2020,40,98.8,31.492
Argentina,ARG,2019,36,99.6,41.751
Argentina,ARG,2018,38,99.5,49.926
Argentina,ARG,2017,38,93.9,55.022
Argentina,ARG,2016,40,98.4,58.79
Argentina,ARG,2015,39,99.6,63.879
Argentina,ARG,2014,43,99.6,66.613
Argentina,ARG,2013,47,97,66.104
Argentina,ARG,2012,49,98.2,64.852
Argentina,ARG,2011,48,97.1,66.764
Argentina,ARG,2010,55,95,65.927
Argentina,ARG,2009,62,97.9,65.923
Argentina,ARG,2008,59,94.8,66.357
Argentina,ARG,2007,62,99.4,64.562
Argentina,ARG,2006,60,99.4,64.156
Argentina,ARG,2005,57,99.1,63.546
Argentina,ARG,2004,58,99.1,61.681
Argentina,ARG,2003,61,98.7,60.002
Argentina,ARG,2002,59,98.9,62.126
Argentina,ARG,2001,60,98.4,63.491
Argentina,ARG,2000,58,99.1,65.808
Argentina,ARG,1999,57,97.5,67.391
Argentina,ARG,1998,57,97.5,68.56
Argentina,ARG,1997,60,97.2,69.863
Argentina,ARG,1995,60,98.5,70.296
Argentina,ARG,1992,65,95.8,69.884
Argentina,ARG,1990,68,96.9,70.303
Armenia,ARM,2016,25,99.8,24.38
Armenia,ARM,2014,26,100,25.716
Armenia,ARM,2013,26,100,26.982
Armenia,ARM,2012,27,100,29.525
Armenia,ARM,2011,27,100,31.179
Armenia,ARM,2010,28,99.5,31.803
Armenia,ARM,2009,29,100,29.88
Armenia,ARM,2008,29,99.9,28.827
Armenia,ARM,2007,30,99.9,27.88
Armenia,ARM,2006,31,99.7,28.542
Armenia,ARM,2005,32,97.8,30.055
Armenia,ARM,2004,34,99.5,32.104
Armenia,ARM,2003,35,99.2,32.048
Armenia,ARM,2002,36,98.8,32.184
Armenia,ARM,2001,38,98.4,33.063
Armenia,ARM,2000,40,96.8,37.273
Armenia,ARM,1999,42,98.8,39.958
Armenia,ARM,1998,45,97.4,51.143
Armenia,ARM,1997,48,96.4,56.006
Armenia,ARM,1996,49,95.7,66.374
Armenia,ARM,1995,50,93.1,70.655
Armenia,ARM,1994,51,93.3,78.461
Armenia,ARM,1993,50,95.5,85.512
Armenia,ARM,1992,50,98.3,87.876
Armenia,ARM,1991,47,99.7,79.881
Armenia,ARM,1990,47,99.7,73.948
Armenia,ARM,1989,46,99.7,68.843
Australia,AUS,2020,5,96,7.726
Australia,AUS,2019,5,98.8,8.763
Australia,AUS,2018,5,98.7,9.741
Australia,AUS,2017,6,99.4,10.235
Australia,AUS,2016,6,98.8,10.939
Australia,AUS,2015,6,98.8,12.038
Australia,AUS,2014,6,99.8,13.072
Australia,AUS,2013,6,99,14.697
Australia,AUS,2012,6,99.2,16.038
Australia,AUS,2011,6,99.1,16.307
Australia,AUS,2010,5,99.1,17.069
Australia,AUS,2009,5,99.1,17.814
Australia,AUS,2008,5,99.1,18.189
Australia,AUS,2007,5,99.2,17.127
Australia,AUS,2006,5,99.3,16.11
Australia,AUS,2005,5,99.4,16.491
Australia,AUS,2004,5,99.3,16.144
Australia,AUS,2003,5,99.3,16.34
Australia,AUS,2002,6,99.3,17.238
Australia,AUS,2001,6,99.3,17.62
Australia,AUS,2000,7,99.3,17.795
Australia,AUS,1999,7,99.3,18.393
Australia,AUS,1998,7,99.3,18.847
Australia,AUS,1997,8,99.3,19.62
Australia,AUS,1996,8,99.3,20.163
Australia,AUS,1995,9,99.3,20.453
Australia,AUS,1994,9,99.4,20.965
Australia,AUS,1993,9,99.3,21.245
Australia,AUS,1992,9,99.3,22.306
Australia,AUS,1991,9,99.6,22.274
Austria,AUT,2020,6,98.1,4.907
Austria,AUT,2019,7,98.4,5.29
Austria,AUT,2018,7,98.4,5.715
Austria,AUT,2017,6,98.4,6.897
Austria,AUT,2016,6,98.4,7.505
Austria,AUT,2015,7,98.5,7.848
Austria,AUT,2014,7,98.5,7.784
Austria,AUT,2013,6,98.5,8.254
Austria,AUT,2012,6,98.5,8.898
Austria,AUT,2011,6,98.6,9.331
Austria,AUT,2010,6,98.5,10.338
Austria,AUT,2009,6,98.6,10.464
Austria,AUT,2008,6,98.6,11.187
Austria,AUT,2007,6,98.5,11.172
Austria,AUT,2006,6,98.6,12.01
Austria,AUT,2005,6,98.6,12.833
Austria,AUT,2004,6,98.4,13.629
Austria,AUT,2003,6,98.4,13.327
Austria,AUT,2002,6,98.4,14.082
Austria,AUT,2001,6,98.3,13.782
Austria,AUT,2000,7,98.3,13.88
Austria,AUT,1999,7,98.3,13.164
Austria,AUT,1998,7,98.3,13.572
Austria,AUT,1997,7,98.2,14.258
Austria,AUT,1996,8,98.2,15.662
Austria,AUT,1993,10,100,22.988
Azerbaijan,AZE,2021,55,99.9,34.844
Azerbaijan,AZE,2020,21,99.9,41.585
Azerbaijan,AZE,2019,21,99.9,47.851
Azerbaijan,AZE,2018,21,99.4,49.913
Azerbaijan,AZE,2017,22,99.8,53.042
Azerbaijan,AZE,2016,22,99.8,58.882
Azerbaijan,AZE,2015,21,99.8,62.697
Azerbaijan,AZE,2014,23,99.9,63.586
Azerbaijan,AZE,2013,24,99.9,60.725
Azerbaijan,AZE,2012,28,99.8,58.124
Azerbaijan,AZE,2011,27,97.2,51.062
Azerbaijan,AZE,2010,28,99.4,48.235
Azerbaijan,AZE,2009,29,99.8,42.246
Azerbaijan,AZE,2008,30,98,41.96
Azerbaijan,AZE,2007,33,93,40.611
Azerbaijan,AZE,2006,33,88.6,40.731
Azerbaijan,AZE,2005,40,94.4,38.722
Azerbaijan,AZE,2004,40,95.9,35.979
Azerbaijan,AZE,2003,41,95.8,27.485
Azerbaijan,AZE,2002,40,94,26.865
Azerbaijan,AZE,2001,45,88,26.892
Azerbaijan,AZE,2000,46,80.7,30.144
Azerbaijan,AZE,1999,51,92.4,33.416
Azerbaijan,AZE,1998,54,91.5,36.626
Azerbaijan,AZE,1997,59,90.4,40.604
Azerbaijan,AZE,1996,58,87.9,36.838
Azerbaijan,AZE,1995,64,91.5,38.192
Azerbaijan,AZE,1994,58,99.6,41.475
Azerbaijan,AZE,1993,54,96.3,41.725
Azerbaijan,AZE,1992,56,96.5,37.338
Azerbaijan,AZE,1991,43,97.2,34.063
Azerbaijan,AZE,1990,41,97.3,31.489
Azerbaijan,AZE,1989,43,97.3,32.057
"Bahamas, The",BHS,2019,82,99,26.003
"Bahamas, The",BHS,2018,82,99,26.308
"Bahamas, The",BHS,2016,77,99,28.989
"Bahamas, The",BHS,2015,83,98,30.834
"Bahamas, The",BHS,2014,78,98.9,33.861
"Bahamas, The",BHS,2013,74,98.6,35.1
"Bahamas, The",BHS,2012,71,98.9,35.65
"Bahamas, The",BHS,2011,74,99.1,36.279
"Bahamas, The",BHS,2010,79,99.1,36.847
"Bahamas, The",BHS,2009,84,98.9,38.147
"Bahamas, The",BHS,2008,80,98.5,39.987
"Bahamas, The",BHS,2007,78,98.4,41.033
"Bahamas, The",BHS,2006,74,99,41.004
"Bahamas, The",BHS,2005,70,98.7,40.926
"Bahamas, The",BHS,2004,69,98,40.522
"Bahamas, The",BHS,2003,57,99,40.614
"Bahamas, The",BHS,2002,46,99,41.206
"Bahamas, The",BHS,2001,48,99,42.261
"Bahamas, The",BHS,2000,51,99,43.322
"Bahamas, The",BHS,1999,54,99,45.073
"Bahamas, The",BHS,1998,57,99,47.421
"Bahamas, The",BHS,1997,59,99,49.078
"Bahamas, The",BHS,1995,63,99,52.468
"Bahamas, The",BHS,1990,65,99,55.861
Bahrain,BHR,2019,17,99.6,9.16
Bahrain,BHR,2018,16,99.6,11.692
Bahrain,BHR,2017,17,99.9,12.987
Bahrain,BHR,2016,17,99.7,14.105
Bahrain,BHR,2015,16,99.9,15.09
Bahrain,BHR,2014,16,99.8,15.51
Bahrain,BHR,2013,17,99.8,16.284
Bahrain,BHR,2012,17,99.8,15.009
Bahrain,BHR,2011,18,99.6,14.748
Bahrain,BHR,2010,18,99.3,14.546
Bahrain,BHR,2009,18,99.4,15.257
Bahrain,BHR,2008,19,97.5,14.399
Bahrain,BHR,2007,19,97.4,15.109
Bahrain,BHR,2006,20,97.5,16.86
Bahrain,BHR,2005,20,97.5,19.965
Bahrain,BHR,2004,21,97.7,20.982
Bahrain,BHR,2003,22,97.8,15.692
Bahrain,BHR,2002,23,97.6,11.332
Bahrain,BHR,2001,24,97.5,11.248
Bahrain,BHR,2000,25,97.7,11.453
Bahrain,BHR,1995,31,97.6,20.743
Bangladesh,BGD,2019,157,59,79.151
Bangladesh,BGD,2018,168,52.7,80.415
Bangladesh,BGD,2017,179,67.8,82.215
Bangladesh,BGD,2016,191,49.8,87.837
Bangladesh,BGD,2014,217,42.1,91.829
Bangladesh,BGD,2013,230,36.5,102.256
Bangladesh,BGD,2011,258,31.7,105.382
Bangladesh,BGD,2010,275,26.5,115.018
Bangladesh,BGD,2009,293,24.4,115.797
Bangladesh,BGD,2007,334,18,126.819
Bangladesh,BGD,2006,352,20.1,124.43
Bangladesh,BGD,2004,406,13.2,138.184
Bangladesh,BGD,2003,436,13.9,139.872
Bangladesh,BGD,2001,495,12,147.804
Bangladesh,BGD,2000,523,12.1,152.641
Bangladesh,BGD,1997,626,7.7,154.369
Bangladesh,BGD,1994,749,9.5,163.261
Barbados,BRB,2020,39,98.4,45.931
Barbados,BRB,2019,36,98,46.03
Barbados,BRB,2018,37,99,45.864
Barbados,BRB,2016,36,99.1,45.528
Barbados,BRB,2015,37,99,45.545
Barbados,BRB,2014,39,99.8,45.632
Barbados,BRB,2013,40,98.6,45.93
Barbados,BRB,2012,40,98.9,46.5
Barbados,BRB,2011,41,100,48.128
Barbados,BRB,2009,42,100,48.251
Barbados,BRB,2008,42,100,47.065
Barbados,BRB,2007,42,100,46.435
Barbados,BRB,2006,45,100,44.763
Barbados,BRB,2005,44,100,46.753
Barbados,BRB,2004,43,100,50.486
Barbados,BRB,2003,45,100,53.91
Barbados,BRB,2002,43,100,56.015
Barbados,BRB,2000,46,98,60.636
Barbados,BRB,1999,44,91,55.536
Barbados,BRB,1995,52,100,57.203
Belarus,BLR,2020,2,99.9,10.911
Belarus,BLR,2019,1,99.9,11.351
Belarus,BLR,2014,2,99.8,21.116
Belarus,BLR,2013,2,99.8,23.218
Belarus,BLR,2012,2,100,24.123
Belarus,BLR,2011,2,99.8,22.816
Belarus,BLR,2010,3,99.9,22.73
Belarus,BLR,2009,4,99.9,23.893
Belarus,BLR,2008,4,99.9,23.712
Belarus,BLR,2007,6,99.9,23.285
Belarus,BLR,2006,7,99.9,22.921
Belarus,BLR,2005,9,100,21.844
Belarus,BLR,2004,12,99.9,22.211
Belarus,BLR,2003,14,99.9,23.076
Belarus,BLR,2002,16,99.9,23.281
Belarus,BLR,2001,18,99.9,24.7
Belarus,BLR,2000,20,99.9,25.841
Belarus,BLR,1999,23,99.9,27.556
Belarus,BLR,1998,25,99.9,29.874
Belarus,BLR,1997,27,99.9,31.611
Belarus,BLR,1996,28,99.9,34.963
Belarus,BLR,1995,29,99.9,37.814
Belarus,BLR,1994,30,99.9,41.189
Belarus,BLR,1993,31,99.9,42.528
Belarus,BLR,1992,32,99.9,44.787
Belarus,BLR,1991,32,99.9,44.125
Belarus,BLR,1990,33,99.9,42.39
Belarus,BLR,1989,33,99.9,38.221
Belarus,BLR,1986,30,100,35.88
Belgium,BEL,1999,8,99.3,10.77
Belgium,BEL,1987,9,100,11.592
Belize,BLZ,2020,88,94.6,58.522
Belize,BLZ,2019,61,95.3,65.575
Belize,BLZ,2018,60,94.8,72.19
Belize,BLZ,2017,56,95.3,70.413
Belize,BLZ,2016,51,96.8,70.672
Belize,BLZ,2015,47,93.5,70.22
Belize,BLZ,2014,44,93.1,71.121
Belize,BLZ,2013,41,93,72.417
Belize,BLZ,2012,40,93.7,72.448
Belize,BLZ,2011,39,96.2,72.665
Belize,BLZ,2010,41,94,70.746
Belize,BLZ,2009,45,93.5,73.136
Belize,BLZ,2008,48,94.9,75.791
Belize,BLZ,2007,52,90.7,78.164
Belize,BLZ,2006,55,95.8,81.731
Belize,BLZ,2005,60,89.3,87.146
Belize,BLZ,2004,63,87.8,87.354
Belize,BLZ,2002,68,97,93.953
Belize,BLZ,2000,78,90.2,100.214
Belize,BLZ,1999,77,83.8,102.19
Belize,BLZ,1998,79,79,102.531
Belize,BLZ,1995,73,79,106.912
Belize,BLZ,1991,75,76.9,122.581
Benin,BEN,2018,585,78.1,87.888
Benin,BEN,2014,605,77.2,96.383
Benin,BEN,2012,618,80.9,95.179
Benin,BEN,2006,509,74,107.641
Benin,BEN,2005,514,75,110.285
Benin,BEN,2001,532,65.5,119.261
Benin,BEN,1996,576,59.8,119.802
Bhutan,BTN,2021,50,98.9,9.645
Bhutan,BTN,2020,51,99.3,8.74
Bhutan,BTN,2019,52,96.3,8.139
Bhutan,BTN,2018,55,96.2,9.369
Bhutan,BTN,2017,58,96.4,11.332
Bhutan,BTN,2016,63,89,14.108
Bhutan,BTN,2015,68,89,16.456
Bhutan,BTN,2014,73,89,19.307
Bhutan,BTN,2013,79,89,22.16
Bhutan,BTN,2012,86,74.6,24.734
Bhutan,BTN,2011,96,70,27.948
Bhutan,BTN,2010,107,64.5,31.864
Bhutan,BTN,2009,121,66,36.3
Bhutan,BTN,2008,133,66.3,38.59
Bhutan,BTN,2007,149,71.4,40.63
Bhutan,BTN,2006,167,57.1,41.597
Bhutan,BTN,2005,186,52.3,42.66
Bhutan,BTN,2003,229,56.1,46.144
Bhutan,BTN,2000,324,27.3,58.015
Bhutan,BTN,1994,544,12,82.988
Bolivia,BOL,2019,156,81.1,68.46
Bolivia,BOL,2018,157,71.5,69.522
Bolivia,BOL,2017,160,99.5,70.498
Bolivia,BOL,2016,162,89.8,71.546
Bolivia,BOL,2015,166,88.8,72.732
Bolivia,BOL,2014,171,83.9,74.011
Bolivia,BOL,2013,175,84.2,75.473
Bolivia,BOL,2012,180,82.1,76.922
Bolivia,BOL,2011,187,84,78.291
Bolivia,BOL,2008,214,71.1,82.349
Bolivia,BOL,2004,251,60.8,86.189
Bolivia,BOL,2003,256,60.8,87.266
Bolivia,BOL,2002,262,65.1,86.733
Bolivia,BOL,2000,287,67.3,94.285
Bolivia,BOL,1998,298,56.7,95.579
Bolivia,BOL,1994,336,47.2,94.933
Bolivia,BOL,1989,430,42.1,97.359
Bosnia and Herzegovina,BIH,2019,6,99.9,11.354
Bosnia and Herzegovina,BIH,2018,7,99.9,11.814
Bosnia and Herzegovina,BIH,2017,7,99.9,11.613
Bosnia and Herzegovina,BIH,2016,7,99.9,11.3
Bosnia and Herzegovina,BIH,2015,7,99.9,10.818
Bosnia and Herzegovina,BIH,2014,7,99.9,10.289
Bosnia and Herzegovina,BIH,2012,7,99.9,12.687
Bosnia and Herzegovina,BIH,2011,7,99.9,13.307
Bosnia and Herzegovina,BIH,2010,8,99.9,16.27
Bosnia and Herzegovina,BIH,2009,8,99.9,17.444
Bosnia and Herzegovina,BIH,2008,8,99.9,17.049
Bosnia and Herzegovina,BIH,2007,9,99.9,16.709
Bosnia and Herzegovina,BIH,2006,9,99.4,16.84
Bosnia and Herzegovina,BIH,2005,9,99.9,17.388
Bosnia and Herzegovina,BIH,2004,10,99.9,17.938
Bosnia and Herzegovina,BIH,2003,10,99.9,18.169
Bosnia and Herzegovina,BIH,2002,10,99.9,18.657
Bosnia and Herzegovina,BIH,2001,11,99.9,17.69
Bosnia and Herzegovina,BIH,2000,11,98.9,17.815
Bosnia and Herzegovina,BIH,1999,13,99.6,20.728
Bosnia and Herzegovina,BIH,1998,14,99.3,26.987
Bosnia and Herzegovina,BIH,1997,16,98.7,33.098
Bosnia and Herzegovina,BIH,1996,17,98.9,30.414
Bosnia and Herzegovina,BIH,1991,23,97.4,36.899
Bosnia and Herzegovina,BIH,1990,25,97,38.109
Bosnia and Herzegovina,BIH,1989,26,96.6,38.445
Botswana,BWA,2017,46,99.8,49.926
Botswana,BWA,2016,72,99.7,54.312
Botswana,BWA,2015,141,99.7,57.159
Botswana,BWA,2014,212,99.5,55.387
Botswana,BWA,2013,221,99.9,55.903
Botswana,BWA,2012,288,99.8,55.606
Botswana,BWA,2011,269,99.8,55.416
Botswana,BWA,2010,228,99.1,57.38
Botswana,BWA,2009,213,99.5,59.023
Botswana,BWA,2008,199,98.3,60.961
